,Id,StrategyId,TradingObject,Freq
5708,ZZFG_ZZMA@192.168.1.17@30070,China.Commodities.Id107206.PA,"ZZFG_ZZMA,ZZFG,ZZMA",
5709,ZZFG_ZZMA@192.168.1.18@24077,China.Cpa.929_80,"ZZFG_ZZMA,ZZFG,ZZMA",0.001
5710,ZZFG_ZZMA@192.168.1.53@30027,China.Commodities.Id107203,"ZZFG_ZZMA,ZZFG,ZZMA",0.001
5711,ZZFG_ZZMA@192.168.1.53@31044,China.Commodities.Id107204,"ZZFG_ZZMA,ZZFG,ZZMA",0.004
5712,ZZFG_ZZTA@192.168.1.12@26091,China.Commodities.Id107206.CA,"ZZFG_ZZTA,ZZFG,ZZTA",0.0
5713,ZZFG_ZZTA@192.168.1.17@25085,China.Commodities.Id107206.CB,"ZZFG_ZZTA,ZZFG,ZZTA",0.001
5714,ZZFG_ZZTA@192.168.1.17@26057,China.Commodities.Id107206.MA,"ZZFG_ZZTA,ZZFG,ZZTA",0.0
5715,ZZFG_ZZTA@192.168.1.17@27069,China.Commodities.Id107206.MB,"ZZFG_ZZTA,ZZFG,ZZTA",0.0
5716,ZZFG_ZZTA@192.168.1.17@30071,China.Commodities.Id107206.PA,"ZZFG_ZZTA,ZZFG,ZZTA",
5717,ZZFG_ZZTA@192.168.1.53@29063,China.Commodities.Id107202,"ZZFG_ZZTA,ZZFG,ZZTA",0.001
5718,ZZFG_ZZTA@192.168.1.53@30028,China.Commodities.Id107203,"ZZFG_ZZTA,ZZFG,ZZTA",0.001
5719,ZZFG_ZZTC@192.168.1.12@26092,China.Commodities.Id107206.CA,"ZZFG_ZZTC,ZZFG,ZZTC",0.001
5720,ZZFG_ZZTC@192.168.1.17@25086,China.Commodities.Id107206.CB,"ZZFG_ZZTC,ZZFG,ZZTC",0.001
5721,ZZFG_ZZTC@192.168.1.17@27070,China.Commodities.Id107206.MB,"ZZFG_ZZTC,ZZFG,ZZTC",0.0
5722,ZZFG_ZZTC@192.168.1.17@29080,China.Commodities.Id107206.PB,"ZZFG_ZZTC,ZZFG,ZZTC",0.001
5723,ZZFG_ZZTC@192.168.1.53@30029,China.Commodities.Id107203,"ZZFG_ZZTC,ZZFG,ZZTC",0.001
5724,ZZMA@192.168.1.11@24303,Cn.Com.U16.Pattern@CnCom.Id007122.C,ZZMA,0.005
5725,ZZMA@192.168.1.11@30327,Cn.All.60B.PairX(MFA)@CnCom.Id807055.CnCal_V6L2,ZZMA,0.043
5726,ZZMA@192.168.1.11@30527,Cn.All.60B.PairX(MFA)@CnCom.Id807055.CnCal_V6L2N,ZZMA,0.059
5727,ZZMA@192.168.1.11@32305,Cn.Com.U16.Pattern@CnCom.Id007123.M_C,ZZMA,0.001
5728,ZZMA@192.168.1.12@31353,Cn.All.60.PairX(CalArb)@CnCom.Id807012.CnComCal,ZZMA,0.179
5729,ZZMA@192.168.1.12@31354,Cn.All.60.PairX(CalArb)@CnCom.Id807012.CnComCal,ZZMA,0.082
5730,ZZMA@192.168.1.12@35125,Cn.All.60.PairX(CalArb)@CnCom.Id807002.CnComCal,ZZMA,0.593
5731,ZZMA@192.168.1.15@59303,Cn.Com.U16.Pattern@CnCom.Id007124.C,ZZMA,0.002
5732,ZZMA@192.168.1.16@29018,China.Commodities.Pattern.T2N,ZZMA,0.002
5733,ZZMA@192.168.1.16@30016,China.Commodities.Pattern.T2S,ZZMA,0.003
5734,ZZMA@192.168.1.16@32304,Cn.Com.60B.Pattern@CnCom.Id007929.T2N3_C,ZZMA,0.003
5735,ZZMA@192.168.1.16@33515,Cn.Com.60B.Pattern@CnCom.Id007969.Intra1,ZZMA,0.021
5736,ZZMA@192.168.1.16@33620,Cn.Com.60B.Pattern@CnCom.Id007969.Intra2,ZZMA,0.021
5737,ZZMA@192.168.1.16@39303,Cn.Com.60B.Pattern@CnCom.Id007929.T2NM_C,ZZMA,0.002
5738,ZZMA@192.168.1.16@39612,Cn.Com.60B.Pattern@CnCom.Id007929.T2NAIO,ZZMA,0.002
5739,ZZMA@192.168.1.17@39022,Cn.All.60.PairX(CalArb)@CnFutures.Id807035.CalArb,ZZMA,0.007
5740,ZZMA@192.168.1.18@12021,China.Commodities.Pattern.N2,ZZMA,0.003
5741,ZZMA@192.168.1.18@53125,Cn.Com.60B.Pattern@CnCom.Id007970.Intra,ZZMA,0.022
5742,ZZMA@192.168.1.31@21020,China.Commodities.Id007101,ZZMA,0.003
5743,ZZMA@192.168.1.31@31020,CnCom.Id002031.A,ZZMA,0.002
5744,ZZMA@192.168.1.31@32028,CnCom.Id002031.M,ZZMA,0.002
5745,ZZMA@192.168.1.32@26703,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_C_C,ZZMA,0.001
5746,ZZMA@192.168.1.34@25306,Cn.Com.U16.Pattern@CnCom.Id007112.M_C,ZZMA,0.002
5747,ZZMA@192.168.1.51@10016,China.Commodities.Pattern.S,ZZMA,0.002
5748,ZZMA@192.168.1.51@12013,China.Commodities.Id002022E,ZZMA,0.001
5749,ZZMA@192.168.1.51@19305,Cn.Com.60B.Pattern@CnCom.Id007929.T2N_C,ZZMA,0.002
5750,ZZMA@192.168.1.51@20304,Cn.Com.60B.Pattern@CnCom.Id007929.T2N2_C,ZZMA,0.002
5751,ZZMA@192.168.1.52@51219,Cn.Com.60B.Pattern@CnCom.Id007929.T2NS0Intra,ZZMA,0.028
5752,ZZMA@192.168.1.52@51414,Cn.Com.60B.Pattern@CnCom.Id007929.T2NS0Inter,ZZMA,0.004
5753,ZZMA@192.168.1.61@24019,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArbAll2,ZZMA,0.017
5754,ZZMA@192.168.1.61@24020,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArbAll2,ZZMA,0.009
5755,ZZMA@192.168.1.61@25009,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArbAll2N,ZZMA,0.009
5756,ZZMA@192.168.1.61@25010,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArbAll2N,ZZMA,0.006
5757,ZZMA_DLl@192.168.1.11@39711,Cn.Com.U21.CPA@CnCom.Id107215.T_C,"ZZMA_DLl,ZZMA,DLl",0.001
5758,ZZMA_DLl@192.168.1.15@20114,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnE2AllL1,"ZZMA_DLl,ZZMA,DLl",0.062
5759,ZZMA_DLl@192.168.1.15@64450,Cn.All.60B.PairX(MFA)@Cn.Id807012.CnComV4L1,"ZZMA_DLl,ZZMA,DLl",0.154
5760,ZZMA_DLl@192.168.1.16@49014,Cn.Com.60B.CPA@CnCom.Id107001.7947C,"ZZMA_DLl,ZZMA,DLl",0.0
5761,ZZMA_DLl@192.168.1.17@51820,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_CM,"ZZMA_DLl,ZZMA,DLl",0.0
5762,ZZMA_DLl@192.168.1.17@51923,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_CP,"ZZMA_DLl,ZZMA,DLl",0.0
5763,ZZMA_DLl@192.168.1.32@21305,Cn.Com.60B.CPA@CnCom.Id807040.C,"ZZMA_DLl,ZZMA,DLl",0.001
5764,ZZMA_DLl@192.168.1.51@15310,Cn.Com.U25.CPA@CnCom.Id107215.CIP_C,"ZZMA_DLl,ZZMA,DLl",0.0
5765,ZZMA_DLl@192.168.1.53@20353,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MFA_V6_All_L1,"ZZMA_DLl,ZZMA,DLl",0.106
5766,ZZMA_DLl@192.168.1.53@21307,Cn.All.60B.PairX(MFA)@CnCom.Id807044.All_V6_L1,"ZZMA_DLl,ZZMA,DLl",0.018
5767,ZZMA_DLl@192.168.1.61@31048,Cn.All.60B.PairX(MFA)@CnCom.Id807045.V6E0_All_L1,"ZZMA_DLl,ZZMA,DLl",0.088
5768,ZZMA_DLp@192.168.1.16@52021,Cn.Com.60B.CPA@CnCom.Id107001.7947AC,"ZZMA_DLp,ZZMA,DLp",0.0
5769,ZZMA_DLpp@192.168.1.11@39712,Cn.Com.U21.CPA@CnCom.Id107215.T_C,"ZZMA_DLpp,ZZMA,DLpp",0.001
5770,ZZMA_DLpp@192.168.1.15@20115,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnE2AllL1,"ZZMA_DLpp,ZZMA,DLpp",0.072
5771,ZZMA_DLpp@192.168.1.15@62316,Cn.Com.60B.CPA@CnCom.Id807042.C,"ZZMA_DLpp,ZZMA,DLpp",0.006
5772,ZZMA_DLpp@192.168.1.15@63311,Cn.Com.60B.CPA@CnCom.Id807042.S2_C,"ZZMA_DLpp,ZZMA,DLpp",0.006
5773,ZZMA_DLpp@192.168.1.15@64451,Cn.All.60B.PairX(MFA)@Cn.Id807012.CnComV4L1,"ZZMA_DLpp,ZZMA,DLpp",0.166
5774,ZZMA_DLpp@192.168.1.17@51724,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_CC,"ZZMA_DLpp,ZZMA,DLpp",0.001
5775,ZZMA_DLpp@192.168.1.17@51924,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_CP,"ZZMA_DLpp,ZZMA,DLpp",0.0
5776,ZZMA_DLpp@192.168.1.34@28614,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MRS3V6_All_L1,"ZZMA_DLpp,ZZMA,DLpp",0.03
5777,ZZMA_DLpp@192.168.1.51@15311,Cn.Com.U25.CPA@CnCom.Id107215.CIP_C,"ZZMA_DLpp,ZZMA,DLpp",0.0
5778,ZZMA_DLpp@192.168.1.53@20354,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MFA_V6_All_L1,"ZZMA_DLpp,ZZMA,DLpp",0.111
5779,ZZMA_DLpp@192.168.1.61@31049,Cn.All.60B.PairX(MFA)@CnCom.Id807045.V6E0_All_L1,"ZZMA_DLpp,ZZMA,DLpp",0.092
5780,ZZMA_DLv@192.168.1.11@39713,Cn.Com.U21.CPA@CnCom.Id107215.T_C,"ZZMA_DLv,ZZMA,DLv",0.0
5781,ZZMA_DLv@192.168.1.15@64452,Cn.All.60B.PairX(MFA)@Cn.Id807012.CnComV4L1,"ZZMA_DLv,ZZMA,DLv",0.154
5782,ZZMA_DLv@192.168.1.16@49015,Cn.Com.60B.CPA@CnCom.Id107001.7947C,"ZZMA_DLv,ZZMA,DLv",0.0
5783,ZZMA_DLv@192.168.1.17@51725,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_CC,"ZZMA_DLv,ZZMA,DLv",0.0
5784,ZZMA_DLv@192.168.1.17@51925,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_CP,"ZZMA_DLv,ZZMA,DLv",0.0
5785,ZZMA_DLv@192.168.1.51@15312,Cn.Com.U25.CPA@CnCom.Id107215.CIP_C,"ZZMA_DLv,ZZMA,DLv",0.0
5786,ZZMA_DLv@192.168.1.53@21121,Cn.All.60B.PairX(MFA)@CnCom.Id807038.Adv_All_V6,"ZZMA_DLv,ZZMA,DLv",0.032
5787,ZZMA_SQag@192.168.1.16@54012,Cn.Com.60B.CPA@CnCom.Id107001.7947CM,"ZZMA_SQag,ZZMA,SQag",0.0
5788,ZZMA_SQbu@192.168.1.11@39313,Cn.Com.U21.CPA@CnCom.Id107215.P_C,"ZZMA_SQbu,ZZMA,SQbu",0.001
5789,ZZMA_SQbu@192.168.1.11@39714,Cn.Com.U21.CPA@CnCom.Id107215.T_C,"ZZMA_SQbu,ZZMA,SQbu",0.001
5790,ZZMA_SQbu@192.168.1.12@33304,Cn.Com.60B.CPA@CnCom.Id107216.C_C,"ZZMA_SQbu,ZZMA,SQbu",0.002
5791,ZZMA_SQbu@192.168.1.15@64453,Cn.All.60B.PairX(MFA)@Cn.Id807012.CnComV4L1,"ZZMA_SQbu,ZZMA,SQbu",0.171
5792,ZZMA_SQbu@192.168.1.16@49016,Cn.Com.60B.CPA@CnCom.Id107001.7947C,"ZZMA_SQbu,ZZMA,SQbu",0.0
5793,ZZMA_SQbu@192.168.1.17@51726,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_CC,"ZZMA_SQbu,ZZMA,SQbu",0.0
5794,ZZMA_SQbu@192.168.1.17@51821,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_CM,"ZZMA_SQbu,ZZMA,SQbu",0.0
5795,ZZMA_SQbu@192.168.1.17@55304,Cn.Com.U16.CPA@CnCom.Id107204.C,"ZZMA_SQbu,ZZMA,SQbu",0.002
5796,ZZMA_SQbu@192.168.1.30@25314,Cn.All.60B.PairX(MFA)@Cn.Id807035.MFA_T0_C,"ZZMA_SQbu,ZZMA,SQbu",0.015
5797,ZZMA_SQbu@192.168.1.30@26314,Cn.All.60B.PairX(MFA)@Cn.Id807035.MFA_T1_C,"ZZMA_SQbu,ZZMA,SQbu",0.014
5798,ZZMA_SQbu@192.168.1.51@16310,Cn.Com.U25.CPA@CnCom.Id107220.PMC_C,"ZZMA_SQbu,ZZMA,SQbu",0.001
5799,ZZMA_SQbu@192.168.1.51@17408,Cn.Com.U22.CPA@CnCom.Id107215.CTX2,"ZZMA_SQbu,ZZMA,SQbu",0.002
5800,ZZMA_SQbu@192.168.1.53@35302,Cn.All.60B.PairX(MFA)@Cn.Id807035.All_CN,"ZZMA_SQbu,ZZMA,SQbu",0.007
5801,ZZMA_SQbu@192.168.1.61@27306,Cn.Com.60B.CPA@CnCom.Id107217.M_C,"ZZMA_SQbu,ZZMA,SQbu",0.003
5802,ZZMA_SQni@192.168.1.12@34178,Cn.Com.60B.CPA@CnCom.Id807042.R,"ZZMA_SQni,ZZMA,SQni",0.005
5803,ZZMA_SQrb@192.168.1.12@34179,Cn.Com.60B.CPA@CnCom.Id807042.R,"ZZMA_SQrb,ZZMA,SQrb",0.007
5804,ZZMA_SQru@192.168.1.12@33305,Cn.Com.60B.CPA@CnCom.Id107216.C_C,"ZZMA_SQru,ZZMA,SQru",0.001
5805,ZZMA_SQru@192.168.1.15@62317,Cn.Com.60B.CPA@CnCom.Id807042.C,"ZZMA_SQru,ZZMA,SQru",0.004
5806,ZZMA_SQru@192.168.1.17@51727,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_CC,"ZZMA_SQru,ZZMA,SQru",0.0
5807,ZZMA_SQru@192.168.1.17@51822,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_CM,"ZZMA_SQru,ZZMA,SQru",0.0
5808,ZZMA_SQru@192.168.1.17@51926,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_CP,"ZZMA_SQru,ZZMA,SQru",0.001
5809,ZZMA_SQru@192.168.1.30@25315,Cn.All.60B.PairX(MFA)@Cn.Id807035.MFA_T0_C,"ZZMA_SQru,ZZMA,SQru",0.01
5810,ZZMA_SQru@192.168.1.30@26315,Cn.All.60B.PairX(MFA)@Cn.Id807035.MFA_T1_C,"ZZMA_SQru,ZZMA,SQru",0.008
5811,ZZMA_SQru@192.168.1.51@29010,Cn.Com.60B.CPA@CnCom.Id107001.7929C,"ZZMA_SQru,ZZMA,SQru",0.002
5812,ZZMA_ZZTA@192.168.1.15@64454,Cn.All.60B.PairX(MFA)@Cn.Id807012.CnComV4L1,"ZZMA_ZZTA,ZZMA,ZZTA",0.155
5813,ZZMA_ZZTA@192.168.1.16@49017,Cn.Com.60B.CPA@CnCom.Id107001.7947C,"ZZMA_ZZTA,ZZMA,ZZTA",0.0
5814,ZZMA_ZZTA@192.168.1.17@51728,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_CC,"ZZMA_ZZTA,ZZMA,ZZTA",0.001
5815,ZZMA_ZZTA@192.168.1.17@51927,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_CP,"ZZMA_ZZTA,ZZMA,ZZTA",0.001
5816,ZZMA_ZZTA@192.168.1.53@29064,China.Commodities.Id107202,"ZZMA_ZZTA,ZZMA,ZZTA",0.0
5817,ZZMA_ZZTA@192.168.1.53@43401,Cn.All.60B.PairX(MFA)@CnCom.Id807012.MaTa3V7S,"ZZMA_ZZTA,ZZMA,ZZTA",0.051
5818,ZZMA_ZZTA@192.168.1.53@43402,Cn.All.60B.PairX(MFA)@CnCom.Id807012.MaTa3V7S,"ZZMA_ZZTA,ZZMA,ZZTA",0.024
5819,ZZMA_ZZTA@192.168.1.53@43403,Cn.All.60B.PairX(MFA)@CnCom.Id807012.MaTa3V7S,"ZZMA_ZZTA,ZZMA,ZZTA",0.012
5820,ZZMA_ZZTC@192.168.1.12@26093,China.Commodities.Id107206.CA,"ZZMA_ZZTC,ZZMA,ZZTC",0.0
5821,ZZMA_ZZTC@192.168.1.17@25087,China.Commodities.Id107206.CB,"ZZMA_ZZTC,ZZMA,ZZTC",0.0
5822,ZZMA_ZZTC@192.168.1.17@27071,China.Commodities.Id107206.MB,"ZZMA_ZZTC,ZZMA,ZZTC",0.0
5823,ZZMA_ZZTC@192.168.1.17@29081,China.Commodities.Id107206.PB,"ZZMA_ZZTC,ZZMA,ZZTC",0.0
5824,ZZMA_ZZTC@192.168.1.18@24078,China.Cpa.929_80,"ZZMA_ZZTC,ZZMA,ZZTC",0.002
5825,ZZMA_ZZTC@192.168.1.53@30030,China.Commodities.Id107203,"ZZMA_ZZTC,ZZMA,ZZTC",0.001
5826,ZZOI@192.168.1.11@24105,Cn.Com.U16.Pattern@CnCom.Id007122.A,ZZOI,0.002
5827,ZZOI@192.168.1.11@30328,Cn.All.60B.PairX(MFA)@CnCom.Id807055.CnCal_V6L2,ZZOI,0.051
5828,ZZOI@192.168.1.11@30528,Cn.All.60B.PairX(MFA)@CnCom.Id807055.CnCal_V6L2N,ZZOI,0.068
5829,ZZOI@192.168.1.11@31105,Cn.Com.U16.Pattern@CnCom.Id007123.A,ZZOI,0.001
5830,ZZOI@192.168.1.12@31355,Cn.All.60.PairX(CalArb)@CnCom.Id807012.CnComCal,ZZOI,0.378
5831,ZZOI@192.168.1.12@31356,Cn.All.60.PairX(CalArb)@CnCom.Id807012.CnComCal,ZZOI,0.139
5832,ZZOI@192.168.1.12@35126,Cn.All.60.PairX(CalArb)@CnCom.Id807002.CnComCal,ZZOI,0.593
5833,ZZOI@192.168.1.16@29019,China.Commodities.Pattern.T2N,ZZOI,0.002
5834,ZZOI@192.168.1.16@30017,China.Commodities.Pattern.T2S,ZZOI,0.003
5835,ZZOI@192.168.1.16@33516,Cn.Com.60B.Pattern@CnCom.Id007969.Intra1,ZZOI,0.026
5836,ZZOI@192.168.1.16@33621,Cn.Com.60B.Pattern@CnCom.Id007969.Intra2,ZZOI,0.028
5837,ZZOI@192.168.1.16@39103,Cn.Com.60B.Pattern@CnCom.Id007929.T2NM_A,ZZOI,0.003
5838,ZZOI@192.168.1.17@21011,Cn.Com.U22.Pattern@CnCom.Id002032.TP,ZZOI,0.001
5839,ZZOI@192.168.1.17@39023,Cn.All.60.PairX(CalArb)@CnFutures.Id807035.CalArb,ZZOI,0.008
5840,ZZOI@192.168.1.18@51113,Cn.Com.U18.Pattern@CnCom.Id002033.01,ZZOI,0.001
5841,ZZOI@192.168.1.18@51714,Cn.Com.U18.Pattern@CnCom.Id002033.13,ZZOI,0.003
5842,ZZOI@192.168.1.18@51812,Cn.Com.U18.Pattern@CnCom.Id002033.14,ZZOI,0.003
5843,ZZOI@192.168.1.18@51912,Cn.Com.U18.Pattern@CnCom.Id002033.15,ZZOI,0.002
5844,ZZOI@192.168.1.18@52611,Cn.Com.U18.Pattern@CnCom.Id002033.35,ZZOI,0.001
5845,ZZOI@192.168.1.18@52715,Cn.Com.U18.Pattern@CnCom.Id002033.AllInOne,ZZOI,0.001
5846,ZZOI@192.168.1.18@53214,Cn.Com.60B.Pattern@CnCom.Id007970.Intra2,ZZOI,0.022
5847,ZZOI@192.168.1.31@21021,China.Commodities.Id007101,ZZOI,0.002
5848,ZZOI@192.168.1.31@22104,Cn.Com.U16.Pattern@CnCom.Id007102.A,ZZOI,0.001
5849,ZZOI@192.168.1.31@31021,CnCom.Id002031.A,ZZOI,0.002
5850,ZZOI@192.168.1.31@32029,CnCom.Id002031.M,ZZOI,0.002
5851,ZZOI@192.168.1.32@25505,Cn.Com.U16.Pattern@CnCom.Id007112.A,ZZOI,0.001
5852,ZZOI@192.168.1.32@26105,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_A_C,ZZOI,0.001
5853,ZZOI@192.168.1.32@26204,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_A_M,ZZOI,0.001
5854,ZZOI@192.168.1.34@25106,Cn.Com.U16.Pattern@CnCom.Id007112.M_A,ZZOI,0.004
5855,ZZOI@192.168.1.51@19104,Cn.Com.60B.Pattern@CnCom.Id007929.T2N_A,ZZOI,0.003
5856,ZZOI_DLa@192.168.1.14@43121,Cn.Com.U22.CPA@CnCom.Id107215.ATA2,"ZZOI_DLa,ZZOI,DLa",0.001
5857,ZZOI_DLa@192.168.1.14@43327,Cn.Com.U22.CPA@CnCom.Id107215.ATC2,"ZZOI_DLa,ZZOI,DLa",0.001
5858,ZZOI_DLa@192.168.1.14@43422,Cn.Com.U22.CPA@CnCom.Id107215.ATD2,"ZZOI_DLa,ZZOI,DLa",0.002
5859,ZZOI_DLa@192.168.1.53@20355,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MFA_V6_All_L1,"ZZOI_DLa,ZZOI,DLa",0.133
5860,ZZOI_DLc@192.168.1.11@39131,Cn.Com.U21.CPA@CnCom.Id107215.P_A,"ZZOI_DLc,ZZOI,DLc",0.001
5861,ZZOI_DLc@192.168.1.14@43328,Cn.Com.U22.CPA@CnCom.Id107215.ATC2,"ZZOI_DLc,ZZOI,DLc",0.001
5862,ZZOI_DLc@192.168.1.14@43423,Cn.Com.U22.CPA@CnCom.Id107215.ATD2,"ZZOI_DLc,ZZOI,DLc",0.002
5863,ZZOI_DLc@192.168.1.15@20116,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnE2AllL1,"ZZOI_DLc,ZZOI,DLc",0.078
5864,ZZOI_DLc@192.168.1.15@61106,Cn.Com.60B.CPA@CnCom.Id807041.A,"ZZOI_DLc,ZZOI,DLc",0.004
5865,ZZOI_DLc@192.168.1.34@28615,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MRS3V6_All_L1,"ZZOI_DLc,ZZOI,DLc",0.034
5866,ZZOI_DLc@192.168.1.53@20356,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MFA_V6_All_L1,"ZZOI_DLc,ZZOI,DLc",0.122
5867,ZZOI_DLc@192.168.1.53@42119,Cn.Com.U22.CPA@CnCom.Id107215.APA2,"ZZOI_DLc,ZZOI,DLc",0.001
5868,ZZOI_DLc@192.168.1.61@31050,Cn.All.60B.PairX(MFA)@CnCom.Id807045.V6E0_All_L1,"ZZOI_DLc,ZZOI,DLc",0.105
5869,ZZOI_DLcs@192.168.1.11@39132,Cn.Com.U21.CPA@CnCom.Id107215.P_A,"ZZOI_DLcs,ZZOI,DLcs",0.001
5870,ZZOI_DLcs@192.168.1.14@43424,Cn.Com.U22.CPA@CnCom.Id107215.ATD2,"ZZOI_DLcs,ZZOI,DLcs",0.002
5871,ZZOI_DLcs@192.168.1.33@33140,Cn.Com.U24.CPA@CnCom.Id107215.PV_A,"ZZOI_DLcs,ZZOI,DLcs",0.0
5872,ZZOI_DLcs@192.168.1.34@28616,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MRS3V6_All_L1,"ZZOI_DLcs,ZZOI,DLcs",0.041
5873,ZZOI_DLcs@192.168.1.51@16127,Cn.Com.U25.CPA@CnCom.Id107220.PMC_A,"ZZOI_DLcs,ZZOI,DLcs",0.002
5874,ZZOI_DLcs@192.168.1.53@20357,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MFA_V6_All_L1,"ZZOI_DLcs,ZZOI,DLcs",0.136
5875,ZZOI_DLcs@192.168.1.53@42120,Cn.Com.U22.CPA@CnCom.Id107215.APA2,"ZZOI_DLcs,ZZOI,DLcs",0.001
5876,ZZOI_DLcs@192.168.1.61@31051,Cn.All.60B.PairX(MFA)@CnCom.Id807045.V6E0_All_L1,"ZZOI_DLcs,ZZOI,DLcs",0.104
5877,ZZOI_DLj@192.168.1.12@34180,Cn.Com.60B.CPA@CnCom.Id807042.R,"ZZOI_DLj,ZZOI,DLj",0.002
5878,ZZOI_DLjd@192.168.1.14@43425,Cn.Com.U22.CPA@CnCom.Id107215.ATD2,"ZZOI_DLjd,ZZOI,DLjd",0.004
5879,ZZOI_DLjd@192.168.1.15@20117,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnE2AllL1,"ZZOI_DLjd,ZZOI,DLjd",0.095
5880,ZZOI_DLjd@192.168.1.15@61107,Cn.Com.60B.CPA@CnCom.Id807041.A,"ZZOI_DLjd,ZZOI,DLjd",0.012
5881,ZZOI_DLjd@192.168.1.15@64455,Cn.All.60B.PairX(MFA)@Cn.Id807012.CnComV4L1,"ZZOI_DLjd,ZZOI,DLjd",0.224
5882,ZZOI_DLjd@192.168.1.34@28617,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MRS3V6_All_L1,"ZZOI_DLjd,ZZOI,DLjd",0.046
5883,ZZOI_DLjd@192.168.1.53@21308,Cn.All.60B.PairX(MFA)@CnCom.Id807044.All_V6_L1,"ZZOI_DLjd,ZZOI,DLjd",0.026
5884,ZZOI_DLjd@192.168.1.61@31052,Cn.All.60B.PairX(MFA)@CnCom.Id807045.V6E0_All_L1,"ZZOI_DLjd,ZZOI,DLjd",0.108
5885,ZZOI_DLm@192.168.1.11@39133,Cn.Com.U21.CPA@CnCom.Id107215.P_A,"ZZOI_DLm,ZZOI,DLm",0.001
5886,ZZOI_DLm@192.168.1.16@46018,Cn.Com.60B.CPA@CnCom.Id107001.7947A,"ZZOI_DLm,ZZOI,DLm",0.0
5887,ZZOI_DLm@192.168.1.53@42336,Cn.Com.U22.CPA@CnCom.Id107215.APC2,"ZZOI_DLm,ZZOI,DLm",0.001
5888,ZZOI_DLm@192.168.1.53@42411,Cn.Com.U22.CPA@CnCom.Id107215.APD2,"ZZOI_DLm,ZZOI,DLm",0.002
5889,ZZOI_DLp@192.168.1.11@39530,Cn.Com.U21.CPA@CnCom.Id107215.T_A,"ZZOI_DLp,ZZOI,DLp",0.001
5890,ZZOI_DLp@192.168.1.14@25326,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MFA_V6All_L1N,"ZZOI_DLp,ZZOI,DLp",0.112
5891,ZZOI_DLp@192.168.1.14@43122,Cn.Com.U22.CPA@CnCom.Id107215.ATA2,"ZZOI_DLp,ZZOI,DLp",0.001
5892,ZZOI_DLp@192.168.1.14@43426,Cn.Com.U22.CPA@CnCom.Id107215.ATD2,"ZZOI_DLp,ZZOI,DLp",0.002
5893,ZZOI_DLp@192.168.1.15@62119,Cn.Com.60B.CPA@CnCom.Id807042.A,"ZZOI_DLp,ZZOI,DLp",0.016
5894,ZZOI_DLp@192.168.1.15@63107,Cn.Com.60B.CPA@CnCom.Id807042.S2_A,"ZZOI_DLp,ZZOI,DLp",0.011
5895,ZZOI_DLp@192.168.1.15@64456,Cn.All.60B.PairX(MFA)@Cn.Id807012.CnComV4L1,"ZZOI_DLp,ZZOI,DLp",0.212
5896,ZZOI_DLp@192.168.1.32@21108,Cn.Com.60B.CPA@CnCom.Id807040.A,"ZZOI_DLp,ZZOI,DLp",0.003
5897,ZZOI_DLp@192.168.1.33@33141,Cn.Com.U24.CPA@CnCom.Id107215.PV_A,"ZZOI_DLp,ZZOI,DLp",0.0
5898,ZZOI_DLp@192.168.1.53@20358,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MFA_V6_All_L1,"ZZOI_DLp,ZZOI,DLp",0.148
5899,ZZOI_DLp@192.168.1.53@42121,Cn.Com.U22.CPA@CnCom.Id107215.APA2,"ZZOI_DLp,ZZOI,DLp",0.001
